"","Article_day","Article_Total","Date","Article_Num","website","link","headline","daily.article.number","total.article.number","Month","Day","Pariticipant_1_Eval","Pariticipant_2_Eval","Pariticipant_3_Eval","Pariticipant_4_Eval","Pariticipant_5_Eval","Pariticipant_6_Eval","Pariticipant_1_Likert_Eval","Pariticipant_2_Likert_Eval","Pariticipant_3_Likert_Eval","Pariticipant_4_Likert_Eval","Pariticipant_5_Likert_Eval","Pariticipant_6_Likert_Eval"
"79","jan 13_4",114,"13-Jan","ct_con","cnbc","https://www.cnbc.com/2020/01/03/bill-gates-americas-tax-system-is-not-fair.html?__source=facebook%7Cmain","Bill Gates: My $109 billion net worth shows the economy is not fair",4,114,"jan","13","True","True","True",NA,"True","Misl/False","7","6","6",NA,"7","4"
"80","jan 13_5",115,"13-Jan","ct_lib","cbsnews","https://www.cbsnews.com/news/serena-williams-tennis-wins-first-title-in-3-years-donates-prize-money-australia-wildfire-relief-2020-01-12/?ftag=CNM-00-10aab6a&linkId=80518649","Serena Williams wins first title in 3 years — and donates prize money to Australia wildfire relief",5,115,"jan","13","True","True","True",NA,"True","True","7","7","7",NA,"7","7"
"81","jan 14_1",116,"14-Jan","rss_con","dcclothesline","https://www.dcclothesline.com/2020/01/14/wisconsin-judge-orders-up-to-209000-listings-purged-from-voter-rolls-finds-3-in-contempt-orders-fines-for-delay/","Wisconsin Judge Orders Up to 209,000 Listings Purged from Voter Rolls — Finds 3 in Contempt, Orders Fines for Delay",1,116,"jan","14","True","Misl/False","Misl/False",NA,"True","True","7","4","4",NA,"6","5"
"82","jan 14_2",117,"14-Jan","rss_lib","palmer report","https://www.palmerreport.com/news/no-win-cornr-gop-senators-donald-trump/24395/","Donald Trump’s GOP Senate allies have just been backed into a no-win corner",2,117,"jan","14","True","True","CND",NA,"Misl/False","CND","6","5","4",NA,"5","3"
"83","jan 14_3",118,"14-Jan","rss_unclear","zerohedge","https://www.zerohedge.com/markets/boeing-refused-request-more-737-max-pilot-training-deadly-crash","Boeing Mocked Lion Air ""Idiots"" For Requesting Extra Training For 737 MAX",3,118,"jan","14","Misl/False","True","True",NA,"True","CND","3","5","5",NA,"6","5"
"84","jan 14_4",119,"14-Jan","ct_con","washington times","https://www.washingtontimes.com/news/2020/jan/13/donald-trump-melania-trump-cheered-national-champi/","Trump, first lady cheered at national championship game",4,119,"jan","14","True","True","True",NA,"True","True","6","6","6",NA,"6","6"
"85","jan 14_5",120,"14-Jan","ct_lib","yahoo news","https://www.yahoo.com/news/first-obama-backed-documentary-receives-oscar-nomination-155227895.html?ncid=facebook_yahoonewsf_akfmevaatca","The first Obama-backed documentary receives an Oscar nomination",5,120,"jan","14","True","True","True",NA,"True","True","7","7","7",NA,"7","7"
"86","jan 15_1",121,"15-Jan","rss_con","teaparty.org","https://www.teaparty.org/bloomberg-draws-paltry-crowd-of-45-at-heavily-advertised-rally-424734/","Bloomberg Draws Paltry Crowd Of 45 At Heavily Advertised Rally",1,121,"jan","15","Misl/False","True","CND",NA,"CND","CND","2","5","4",NA,"4","3"
"87","jan 15_2",122,"15-Jan","rss_lib","occupydemocrats","https://occupydemocrats.com/2020/01/14/newly-released-texts-from-giuliani-crony-parnas-appear-to-show-them-spying-on-amb-yovanovich-4/","Newly released texts from Giuliani collaborator appear to show them stalking Amb. Yovanovich",2,122,"jan","15","True","True","True",NA,"True","Misl/False","6","4","5",NA,"6","4"
"88","jan 15_3",123,"15-Jan","rss_unclear","themindunleashed","https://themindunleashed.com/2020/01/300-vultures-occupy-border-patrol-tower-covering-it-with-corrosive-feces-vomit.html","300 Vultures Occupy Border Patrol Tower, Covering It With “Corrosive” Feces & Vomit",3,123,"jan","15","True","True","True",NA,"True","Misl/False","7","6","6",NA,"5","6"
"89","jan 15_4",124,"15-Jan","ct_con","townhall","https://townhall.com/tipsheet/juliorosas/2020/01/14/president-trump-gets-thunderous-applause-at-clemson-and-lsu-playoff-game-n2559475?utm_content=bufferfe3f8&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer","President Trump Gets Thunderous Applause at Clemson and LSU National Championship Game",4,124,"jan","15","True","True","True",NA,"True","True","6","5","5",NA,"6","5"
"90","jan 15_5",125,"15-Jan","ct_lib","nbcnews","https://www.nbcnews.com/news/us-news/17-kids-injured-after-delta-jet-dumps-fuel-l-playground-n1115586?cid=sm_npd_nn_fb_ma","More than 50 injured after Delta jet dumps fuel on L.A. schools during midair emergency",5,125,"jan","15","True","True","True",NA,"True","True","7","7","7",NA,"7","7"
"91","jan 21_1",126,"21-Jan","rss_con","fellowshipoftheminds","https://fellowshipoftheminds.com/pentagon-bans-bible-verses-on-dog-tags-while-pres-trump-upholds-right-to-pray-in-public-schools","Pentagon bans Bible verses on dog tags, while Pres. Trump upholds right to pray in public schools",1,126,"jan","21","Misl/False","Misl/False","Misl/False",NA,"Misl/False","Misl/False","1","4","1",NA,"5","4"
"92","jan 21_2",127,"21-Jan","rss_lib","crooksandliars","https://crooksandliars.com/2020/01/even-c-span-ticked-over-impeachment","Even C-SPAN Is Cut Off From Covering Senate Impeachment Trial",2,127,"jan","21","True","True","True",NA,"True","Misl/False","6","5","7",NA,"6","5"
"93","jan 21_3",128,"21-Jan","rss_unclear","natural news","https://www.naturalnews.com/2020-01-20-san-fran-democrat-tyrants-taxing-landlords-leaving-stores-vacant.html","PUNISHING ECONOMY: San Fran’s Democrat tyrants double down on closed businesses, taxing landlords for leaving stores vacant",3,128,"jan","21","Misl/False","Misl/False","CND",NA,"Misl/False","Misl/False","2","1","4",NA,"5","4"
"94","jan 21_4",129,"21-Jan","ct_con","fox news","https://www.foxnews.com/us/virginia-capitol-gun-rights-rally","Virginia's Capitol flooded with gun rights activists for Second Amendment rally",4,129,"jan","21","True","True","True",NA,"True","True","6","7","5",NA,"6","6"
"95","jan 21_5",130,"21-Jan","ct_lib","huffington post","https://www.huffpost.com/entry/katie-sowers-first-female-gay-coach-super-bowl_n_5e25ebf5c5b632117617c0d1?utm_campaign=hp_fb_pages&utm_source=main_fb&ncid=fcbklnkushpmg00000063&utm_medium=facebook&ir=Entertainment&guccounter=1&guce_referrer=aHR0cHM6Ly9hcHBzLmNyb3dkdGFuZ2xlLmNvbS9zbWFwcG55dS9saXN0cy8xMzAyMjc1&guce_referrer_sig=AQAAAHlDY7JuKLcaFb1J7U2k6To8Eb6WqEIcvF2UYk7n18QxQFLNlTsBlrwmkEulOWENXn6vFnEofr4KTyVO6oYXDsf8HM0X8CRIkIh35zaSFPCtWQVO8rJc7tfSAzPvT0Q0XAJ6HewH8l7avdgCZRa1IAw_caZeJuKPdZ0Ct-kgKpTd","Katie Sowers Is The First Female And Openly Gay Person To Coach In A Super Bowl",5,130,"jan","21","True","True","True",NA,"True","True","6","7","7",NA,"6","6"
"96","jan 22_1",131,"22-Jan","rss_con","infowars","https://www.infowars.com/leaked-french-internal-intelligence-report-claims-150-neighborhoods-held-by-radical-islamists/","LEAKED FRENCH INTERNAL INTELLIGENCE REPORT CLAIMS 150 NEIGHBORHOODS ‘HELD’ BY RADICAL ISLAMISTS",1,131,"jan","22",NA,"Misl/False","Misl/False",NA,"CND","CND",NA,"4","1",NA,"4","4"
"97","jan 22_2",132,"22-Jan","rss_lib","bipartisanreport","https://bipartisanreport.com/2020/01/21/schiff-opening-impeachment-trial-statement-to-go-down-in-history/","Schiff Opening Impeachment Trial Statement To Go Down In History",2,132,"jan","22",NA,"True","CND",NA,"Misl/False","True",NA,"5","4",NA,"4","5"
"98","jan 22_3",133,"22-Jan","rss_unclear","collective evolution","https://www.collective-evolution.com/2020/01/22/another-supposedly-authentic-photo-of-a-ufo-the-story-behind-it/","Another Supposedly Authentic Photo Of A UFO & The Story Behind It",3,133,"jan","22",NA,"Misl/False","Misl/False",NA,"CND","True",NA,"1","1",NA,"4","4"
"99","jan 22_4",134,"22-Jan","ct_con","cnbc","https://www.cnbc.com/2020/01/21/cdc-to-announce-first-us-case-of-china-coronavirus-that-has-killed-6-cnn-reports.html?__source=facebook%7Cmain&fbclid=IwAR1cKn8eEKKfKLqSqfYE2nK-5kZyDLGKSSWOhUndr99vl1-L2ecI7xHv3Dg&fbclid=IwAR21zcbYAnqDt3nFWpYbZ1CZuUoq4-NxghFC_9tlgmoPUYvjnK8sEorpKNQ","CDC confirms first US case of coronavirus that has killed 9 in China",4,134,"jan","22",NA,"True","True",NA,"True","True",NA,"7","7",NA,"6","7"
"100","jan 22_5",135,"22-Jan","ct_lib","cbsnews","https://www.cbsnews.com/news/iguana-florida-falling-weather-service-issues-alert-as-temperatures-drop-2020-01-21/","Weather service issues alert for falling iguanas as temperatures drop in Florida",5,135,"jan","22",NA,"True","True",NA,"True","True",NA,"7","7",NA,"7","6"
"101","jan 23_1",136,"23-Jan","rss_con","express.co","https://www.express.co.uk/news/world/1232244/coronavirus-outbreak-china-Huanggang-Wuhan-coronavirus-spread-latest","Coronavirus outbreak: China seals off SECOND major city - 18m people on lockdown",1,136,"jan","23","True","True","True",NA,"True","True","2","6","5",NA,"6","6"
"102","jan 23_2",137,"23-Jan","rss_lib","palmer report","https://www.palmerreport.com/analysis/gaping-hole-donald-trump-own-impeachment-trial-strategy/24615/","Donald Trump just screwed up and blew a gaping hole in his own impeachment trial strategy",2,137,"jan","23","True","Misl/False","True",NA,"Misl/False","CND","6","5","4",NA,"5","4"
"103","jan 23_3",138,"23-Jan","rss_unclear","zerohedge","https://www.zerohedge.com/geopolitical/china-quarantines-second-city-experts-warn-its-already-too-late-stop-virus","China Quarantines 3rd City As Wuhan Virus Spreads To Singapore",3,138,"jan","23","True","True","True",NA,"True","CND","6","6","4",NA,"6","5"
"104","jan 23_4",139,"23-Jan","ct_con","nypost","https://nypost.com/2020/01/23/three-us-firefighters-killed-in-australia-plane-crash-while-battling-wildfires/?utm_source=NYPFacebook&sr_share=facebook&utm_medium=SocialFlow&utm_campaign=SocialFlow","Three US firefighters killed in plane crash while battling wildfires in Australia",4,139,"jan","23","True","True","True",NA,"True","True","6","7","6",NA,"6","7"
"105","jan 23_5",140,"23-Jan","ct_lib","the gaurdian","https://www.theguardian.com/world/2020/jan/22/holocaust-survey-americans-pew-research-center?CMP=fb_gu&utm_medium=Social&utm_source=Facebook#Echobox=1579708533","Half of Americans don’t know 6m Jews were killed in Holocaust, survey says",5,140,"jan","23","True","True","True",NA,"True","True","7","7","7",NA,"7","6"
"106","jan 27_1",141,"27-Jan","rss_con","dcclothesline","https://www.dcclothesline.com/2020/01/27/lawmakers-pushing-to-make-michigan-a-2nd-amendment-sanctuary-state/","Lawmakers Pushing to Make Michigan a 2nd Amendment Sanctuary STATE",1,141,"jan","27","True","True","Misl/False",NA,"True","True","6","5","3",NA,"6","6"
"107","jan 27_2",142,"27-Jan","rss_lib","occupydemocrats","https://occupydemocrats.com/2020/01/26/damning-potential-john-bolton-ukraine-impeachment-testimony-revealed-in-early-leak-of-book-draft/","Damning potential John Bolton Ukraine impeachment testimony revealed in early leak of book draft",2,142,"jan","27","True","True","True",NA,"True","True","6","5","5",NA,"6","5"
"108","jan 27_3",143,"27-Jan","rss_unclear","world truth tv","https://worldtruth.tv/nature-science-journal-warned-about-pathogens-escaping-wuhan-level-4-biosafety-lab-bsl-4-before-coronavirus-outbreak/","Nature Science Journal Warned About “Pathogens Escaping” Wuhan Level-4 Biosafety Lab (BSL-4) Before Coronavirus Outbreak",3,143,"jan","27","Misl/False","Misl/False","Misl/False",NA,"Misl/False","True","2","4","2",NA,"4","3"
"109","jan 27_4",144,"27-Jan","ct_con","washington times","https://www.washingtontimes.com/news/2020/jan/26/coronavirus-link-china-biowarfare-program-possible/","Coronavirus may have originated in lab linked to China's biowarfare program",4,144,"jan","27","Misl/False","True","Misl/False",NA,"CND","CND","1","5","2",NA,"4","2"
"110","jan 27_5",145,"27-Jan","ct_lib","yahoo news","https://www.yahoo.com/news/kobe-bryants-daughter-gianna-13-205036060.html","Kobe Bryant's Daughter Gianna, 13, Dead Alongside Father in Calabasas Helicopter Crash",5,145,"jan","27","True","True","True",NA,"True","True","7","7","7",NA,"7","7"
"111","jan 28_1",146,"28-Jan","rss_con","teaparty.org","https://www.teaparty.org/holy-moses-more-than-175000-tickets-requested-to-see-president-trump-in-new-jersey-supporters-line-up-48-hours-426092/","Holy Moses! More Than 175,000 Tickets Requested To See President Trump In New Jersey — Supporters Line Up 48 Hours Early",1,146,"jan","28","Misl/False","True","Misl/False",NA,"CND","Misl/False","3","5","3",NA,"4","4"
"112","jan 28_2",147,"28-Jan","rss_lib","crooksandliars","https://crooksandliars.com/2020/01/joni-ernst-gives-away-ballgame-joe-biden","Joni Ernst Gives Away The Ballgame On Joe Biden",2,147,"jan","28","Misl/False","True","CND",NA,"True","CND","3","4","4",NA,"6","4"
"113","jan 28_3",148,"28-Jan","rss_unclear","themindunleashed","https://themindunleashed.com/2020/01/death-tolls-rises-106-americans-evacuate-wuhan.html","Death Tolls Rises to 106 as 1,000 Americans Try to Evacuate From Coronavirus-Infected Wuhan",3,148,"jan","28","True","True","Misl/False",NA,"True","CND","6","6","4",NA,"6","5"
"114","jan 28_4",149,"28-Jan","ct_con","fox news","https://www.foxnews.com/politics/trump-impeachment-defense-hunter-biden-john-bolton-senate","Dershowitz calls out House Dems in Trump's Senate impeachment trial after Bolton shock waves",4,149,"jan","28","True","True","Misl/False",NA,"True","True","6","6","4",NA,"6","6"
"115","jan 28_5",150,"28-Jan","ct_lib","nbcnews","https://www.nbcnews.com/news/us-news/husband-woman-who-died-crash-killed-kobe-bryant-speaks-out-n1123706?cid=sm_npd_nn_fb_ma","Today really hurts': Families, friends remember those who died in Kobe Bryant crash",5,150,"jan","28","True","True","True",NA,"True","True","6","7","7",NA,"6","7"
"116","jan 6_1",91,"6-Jan","rss_con","infowars","https://www.infowars.com/nearly-200-people-arrested-across-australia-for-deliberately-starting-bushfires/","NEARLY 200 PEOPLE ARRESTED ACROSS AUSTRALIA FOR DELIBERATELY STARTING BUSHFIRES",1,91,"jan","6","Misl/False","Misl/False","Misl/False",NA,"Misl/False","Misl/False","1","4","2",NA,"5","2"
"117","jan 6_2",92,"6-Jan","rss_lib","bipartisanreport","https://bipartisanreport.com/2020/01/06/schiff-hammers-president-gop-over-impeachment-trial-obstruction/","Schiff Hammers President & GOP Over Impeachment Trial Obstruction",2,92,"jan","6","Misl/False","True","True",NA,"Misl/False","True","3","5","4",NA,"5","6"
"118","jan 6_3",93,"6-Jan","rss_unclear","ijr","https://ijr.com/graham-eyes-rule-change-kick-start-trump-trial/","Senate Republican Eyes Rule Change to Kick Start Trump Impeachment Trial",3,93,"jan","6","True","True","True",NA,"True","True","7","7","5",NA,"7","6"
"119","jan 6_4",94,"6-Jan","ct_con","washingtion times","https://www.washingtontimes.com/news/2020/jan/5/ricky-gervais-golden-globes-hollywood-unprincipled/","Ricky Gervais blasts Hollywood figures as unprincipled, ignorant at Golden Globes",4,94,"jan","6","True","True","True",NA,"True","True","7","7","5",NA,"6","6"
"120","jan 6_5",95,"6-Jan","ct_lib","huffington post","https://www.huffpost.com/entry/mike-pence-soleimani-911-false_n_5e1113fbe4b0843d36133ab0?utm_medium=facebook&ncid=fcbklnkushpmg00000063&utm_campaign=hp_fb_pages&utm_source=main_fb","Mike Pence Slammed After Falsely Linking Qassem Soleimani To 9/11",5,95,"jan","6","True","True","True",NA,"True","Misl/False","7","7","6",NA,"7","5"
"121","jan 7_1",96,"7-Jan","rss_con","express.co","https://www.express.co.uk/news/world/1224973/iran-stampede-funeral-Qassem-Soleimani-pictures-latest-world-war-3","Iran stampede: '35 dead' and dozens injured after huge crush at Qassem Soleimani funeral",1,96,"jan","7",NA,"True","True",NA,"True","True",NA,"7","4",NA,"6","5"
"122","jan 7_2",97,"7-Jan","rss_lib","palmer report","https://www.palmerreport.com/analysis/everything-is-falling-apart-for-donald-trump-in-real-time/24192/","Everything is falling apart for Donald Trump in real time",2,97,"jan","7",NA,"True","True",NA,"Misl/False","CND",NA,"5","4",NA,"5","4"
"123","jan 7_3",98,"7-Jan","rss_unclear","zerohedge","https://www.zerohedge.com/geopolitical/iran-evaluating-13-retaliation-scenarios-inflict-historic-nightmare-us","Iran Evaluating 13 Retaliation Scenarios To Inflict ""Historic Nightmare"" On US",3,98,"jan","7",NA,"True","True",NA,"True","CND",NA,"5","5",NA,"6","6"
"124","jan 7_4",99,"7-Jan","ct_con","ijr red","https://ijr.com/pelosi-house-will-vote-resolution-limit-trumps-military-actions-iran/","Pelosi Says the House Will Vote on a Resolution to Limit Trump’s Military Actions Regarding Iran",4,99,"jan","7",NA,"True","True",NA,"True","True",NA,"7","5",NA,"7","6"
"125","jan 7_5",100,"7-Jan","ct_lib","nytimes","https://www.nytimes.com/2020/01/06/us/politics/trump-esper-iran-cultural-sites.html?smid=fb-nytimes&smtyp=cur","Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump",5,100,"jan","7",NA,"True","True",NA,"True","True",NA,"7","7",NA,"7","7"
"126","jan 8_1",101,"8-Jan","rss_con","teaparty.org","https://www.teaparty.org/muslim-teen-accused-of-starting-aussie-grass-fire-laughs-as-he-leaves-court-on-tuesday-423811/","Muslim Teen Accused Of Starting Aussie Grass Fire Laughs As He Leaves Court On Tuesday",1,101,"jan","8","Misl/False","Misl/False","Misl/False",NA,"Misl/False","CND","1","4","3",NA,"5","3"
"127","jan 8_2",102,"8-Jan","rss_lib","occupydemocrats","https://occupydemocrats.com/2020/01/07/trump-bewilders-nation-by-tweeting-all-is-well-and-so-far-so-good-after-irans-missile-strike/","Trump bewilders nation by tweeting “all is well” and “so far so good” after Iran’s missile strike",2,102,"jan","8","True","True","True",NA,"Misl/False","True","5","5","4",NA,"4","6"
"128","jan 8_3",103,"8-Jan","rss_unclear","stillnessinthestorm","https://stillnessinthestorm.com/2020/01/key-brain-region-smaller-in-birth-control-pill-users/","Key Brain Region Smaller in Birth Control Pill User",3,103,"jan","8","True","Misl/False","Misl/False",NA,"True","True","6","3","3",NA,"5","6"
"129","jan 8_4",104,"8-Jan","ct_con","townhall","https://townhall.com/tipsheet/leahbarkoukis/2020/01/07/climate-change-turns-out-two-dozen-arrested-for-setting-australias-massive-fire-n2559064?utm_content=buffer1d19c&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer","Climate Change? Turns Out Two Dozen Arrested for Setting Australia's Fires",4,104,"jan","8","Misl/False","Misl/False","Misl/False",NA,"Misl/False","Misl/False","2","5","3",NA,"4","4"
"130","jan 8_5",105,"8-Jan","ct_lib","nbcnews","https://www.nbcnews.com/news/us-news/trump-tweets-all-well-after-iranian-missile-attack-targeting-u-n1112211?cid=sm_npd_nn_fb_ma&fbclid=IwAR1PQV1l4jbUJUHS91zCB228EH97Bn9_TSqMIQ9mRbFhvOVNNbL7WcYWsHg&fbclid=IwAR2n15afcp34Lqppj6ssx7ysDyUhqDkjygYxOmNPH4b4oZ9RlWYGkPmSVqM&fbclid=IwAR1PQV1l4jbUJUHS91zCB228EH97Bn9_TSqMIQ9mRbFhvOVNNbL7WcYWsHg","All is well,' Trump tweets after Iran targets U.S. forces in missile attack in Iraq",5,105,"jan","8","True","True","True",NA,"True","True","7","7","6",NA,"7","6"
"131","jan 9_1",106,"9-Jan","rss_con","freerepublic","https://www.freerepublic.com/focus/f-news/3806751/posts","Third busiest abortion facility in Massachusetts could soon shut its doors",1,106,"jan","9","True","Misl/False","True",NA,"True","True","6","5","4",NA,"5","5"
"132","jan 9_2",107,"9-Jan","rss_lib","crooksandliars","https://crooksandliars.com/2020/01/john-bolton-will-testify-if-subpoenaed-so","John Bolton Will Testify If Subpoenaed, So Why Aren't House Dems Doing That?",2,107,"jan","9","Misl/False","Misl/False","CND",NA,"True","True","2","5","2",NA,"5","4"
"133","jan 9_3",108,"9-Jan","rss_unclear","collective evolution","https://www.collective-evolution.com/2020/01/09/the-us-military-pollutes-more-140-countries-combined/","The US Military Pollutes More 140 Countries Combined",3,108,"jan","9","Misl/False","True","True",NA,"True","True","2","6","5",NA,"5","3"
"134","jan 9_4",109,"9-Jan","ct_con","fox news","https://www.foxnews.com/entertainment/cardi-b-trump-nigerian-citizenship","Cardi B bashes Trump, says she's seeking Nigerian citizenship amid tensions with Iran",4,109,"jan","9","True","True","True",NA,"True","True","6","7","6",NA,"6","6"
"135","jan 9_5",110,"9-Jan","ct_lib","politico","https://www.politico.com/news/2020/01/08/ruth-bader-ginsburg-health-096302","Ruth Bader Ginsburg says she is cancer-free",5,110,"jan","9","True","True","True",NA,"True","True","7","7","7",NA,"7","7"
"136","nov 13_1",1,"13-Nov","rss_con","teaparty.org","https://www.teaparty.org/ukrainian-officials-release-records-of-46-payments-to-hunter-biden-from-burisma-holdings-38-payments-were-for-83333-totaling-over-3-1-million-416961/","Ukrainian Officials Release Records Of 46 Payments To Hunter Biden From Burisma Holdings, 38 Payments Were For $83,333 Totaling Over $3.1 Million",1,1,"nov","13","Misl/False","CND","Misl/False","CND","CND","CND","1","2","2","3","3","2"
"137","nov 13_2",2,"13-Nov","rss_lib","crooksandliars","https://crooksandliars.com/2019/11/roger-stone-trial-ends-rick-gates","Roger Stone Trial Ends, Rick Gates Testifies That Trump Was In On Wikileaks Dump",2,2,"nov","13","True","True","CND","CND","True","True","6","6","3","2","5","5"
"138","nov 13_3",3,"13-Nov","rss_unclear","healthnutnews","https://www.healthnutnews.com/nbc-abc-and-cbs-appear-to-have-run-cover-for-worlds-most-powerful-rape-rings/","NBC, ABC And CBS Appear To Have Run Cover For World’s Most Powerful Rape Rings",3,3,"nov","13","Misl/False","CND","CND","CND","CND","True","2","4","4","2","3","4"
"139","nov 13_4",4,"13-Nov","ct_con","washington times","https://www.washingtontimes.com/news/2019/nov/12/hillary-clinton-i-would-have-been-a-much-better-mo/","Hillary Clinton: 'I would have been a much better, more successful president'",4,4,"nov","13","True","True","True","True","True","True","5","6","5","6","5","5"
"140","nov 13_5",5,"13-Nov","ct_lib","the gaurdian","https://www.theguardian.com/environment/2019/nov/13/waves-in-st-marks-square-as-venice-flooded-highest-tide-in-50-years?CMP=fb_gu&utm_medium=Social&utm_source=Facebook#Echobox=1573628711","Two reported dead as Venice flooded by highest tide in 50 years",5,5,"nov","13","True","True","CND","True","True","True","7","7","4","6","7","6"
"141","nov 14_1",6,"14-Nov","rss_con","eu times","https://www.eutimes.net/2019/11/donald-trump-jr-humiliated-booed-off-stage-by-angry-maga-voters/","Donald Trump Jr. Humiliated, Booed Off Stage by Angry MAGA Voters",1,6,"nov","14","True","True","Misl/False","True","Misl/False",NA,"6","5","2","6","5",NA
"142","nov 14_2",7,"14-Nov","rss_lib","halfwaypost","https://halfwaypost.com/2019/11/14/eric-trump-is-hosting-a-webinar-on-how-to-raise-charity-funds-for-personal-use/","Eric Trump Is Hosting A Webinar On How To Raise Charity Funds For Personal Use",2,7,"nov","14","Misl/False","Misl/False","CND","Misl/False","Misl/False",NA,"1","2","1","2","2",NA
"143","nov 14_3",8,"14-Nov","rss_unclear","ijr","https://ijr.com/schiff-claims-does-not-know-whistleblower-impeachment-hearing/","Schiff Claims He Does Not Know Who the Whistleblower Is During Impeachment Hearing",3,8,"nov","14","True","Misl/False","True","True","True",NA,"7","5","4","6","5",NA
"144","nov 14_4",9,"14-Nov","ct_con","townhall","https://townhall.com/tipsheet/juliorosas/2019/11/13/illinois-democrat-hearsay-can-be-much-better-evidence-than-direct-evidence-n2556452/?utm_content=buffer5fac2&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer","Illinois Democrat: 'Hearsay Can Be Much Better Evidence Than Direct' Evidence",4,9,"nov","14","True","Misl/False","True","True","Misl/False",NA,"5","5","4","6","5",NA
"145","nov 14_5",10,"14-Nov","ct_lib","nytimes","https://www.nytimes.com/2019/11/13/us/hurricane-dorian-cows.html?smtyp=cur&smid=fb-nytimes&fbclid=IwAR3rjjtpHP8dDWFW8ERo_fA0Kf-kFK5K9Q3k8OlbJ2Uvh12OJBPfi4AOF20&fbclid=IwAR1UK-eCxjNPJ1vknKnOUunfrX7NG-V4zNUmBCpoC5k_ONRFvnrm5ZJSjfQ&fbclid=IwAR0fGxmh0HaNnVXP8HFzb-LYp4rzwQR2uOQyQyiqcdDhnfnD8DUHZhKZeDA&fbclid=IwAR3mH825tVx5tge0s61CupvkLfUfsxPJxyaWfTDqjVKjjeFDVW95Gr_18bk&fbclid=IwAR3qIxGn1ZmscBVEKgmYTbmWO0pIaPUPW7QD_Hph32jdieke6NBe5e895sM","3 Cows Swept Out to Sea by Hurricane Dorian Are Found Alive",5,10,"nov","14","True","True","True","True","True",NA,"7","7","5","6","6",NA
"146","nov 18_1",11,"18-Nov","rss_con","nowtheendbegins","https://www.nowtheendbegins.com/kanye-west-sunday-service-jesus-is-king-lakewood-church-all-seeing-eye-horus-illuminati/","KANYE WEST AND HIS SUNDAY SERVICE SHOW PERFORM WITH ILLUMINATI ALL-SEEING EYE OF HORUS STAGE SET AT LAKEWOOD CHURCH TO SOLD OUT CROWD",1,11,"nov","18","Misl/False","Misl/False","Misl/False",NA,"Misl/False","Misl/False","2","2","1",NA,"2","1"
"147","nov 18_2",12,"18-Nov","rss_lib","bipartisanreport","https://bipartisanreport.com/2019/11/18/doctor-tells-cnn-trumps-walter-reed-medical-visit-was-fishy/","Doctor Tells CNN Trump’s Walter Reed Medical Visit Was Fishy",2,12,"nov","18","Misl/False","True","CND",NA,"Misl/False","Misl/False","2","6","4",NA,"4","4"
"148","nov 18_3",13,"18-Nov","rss_unclear","themindunleashed","https://themindunleashed.com/2019/11/family-facing-jail-living-rv-their-own-property-repair-home-after-fire.html","Family Facing Jail for Living in RV on Their Own Property to Repair Home After Fire",3,13,"nov","18","True","True","True",NA,"True","Misl/False","7","6","4",NA,"5","7"
"149","nov 18_4",14,"18-Nov","ct_con","cnbc","https://www.cnbc.com/2019/08/05/hyundai-launches-car-with-a-roof-based-solar-charging-system.html?__source=facebook%7Cmain&fbclid=IwAR1HXryUvlbaPDWs-J39LnS2iksoD4qAO0mdai64d3znOCymsklN45IeUuY&fbclid=IwAR3qBgscvE4tvqjZrDAW_WdK-JWuBGDrjATWQgFYSQhepxMIp1x8PQK6p_c&fbclid=IwAR3Y3pIr8xjE7Ig7Wpz56Is_c4Td538NWF80KyZlchePTjKOAn9m6T6qZ6I","Hyundai launches car with a roof-based solar charging system",4,14,"nov","18","True","True","True",NA,"True","True","7","7","7",NA,"6","7"
"150","nov 18_5",15,"18-Nov","ct_lib","nbc","https://www.nbcnews.com/news/crime-courts/nine-shot-multiple-killed-family-gathering-fresno-california-n1084706?cid=sm_npd_nn_fb_ma","10 shot, four killed at family gathering in Fresno, California",5,15,"nov","18","True","True","True",NA,"True","True","7","7","5",NA,"7","7"
"151","nov 19_1",16,"19-Nov","rss_con","clashdaily","https://clashdaily.com/2019/11/schiff-named-in-wh-officials-defamation-lawsuit-leaked-lies-to-politico-to-push-impeachment/","Schiff Named in WH Official’s Defamation Lawsuit, Leaked Lies To Politico To Push Impeachment",1,16,"nov","19","Misl/False","Misl/False","CND","Misl/False","Misl/False",NA,"1","5","3","2","2",NA
"152","nov 19_2",17,"19-Nov","rss_lib","palmer report","https://www.palmerreport.com/analysis/annoymous-rudy-giuliani-berserk/23040/","Rudy Giuliani has completely berserk meltdown as Feds close in on him",2,17,"nov","19","True","True","CND","Misl/False","Misl/False",NA,"5","5","1","3","2",NA
"153","nov 19_3",18,"19-Nov","rss_unclear","tribunist","https://tribunist.com/news/active-shooter-commits-suicide-after-being-confronted-by-armed-citizen-at-ok-walmart/","Shooter Commits Suicide After Being Confronted by Armed Citizen at OK Walmart",3,18,"nov","19","Misl/False","True","CND","Misl/False","Misl/False",NA,"2","7","3","5","4",NA
